file_name,style_caption_1,style_caption_2,style_caption_3,style_caption_4,style_caption_5
Metro - Greece.wav,"Air dances in a spacious chamber, serenading with the nearby loudspeaker's resounding melodies.","Breezes gracefully sweep the hollow chamber, harmonizing with the nearby loudspeaker's exuberant song.","Smiling faces gather at the airport, united by the symphony of a plane ascending towards boundless possibilities.","An intercom voice resonates through a grand room, echoing powerful words off the strong, steadfast floors.","The intercom shares wisdom in a vast space, its voice warmly amplified by the solid, supportive floors."
airplane01.wav,"A plane ascends gracefully, serenading the skies with its triumphant departure.","An airplane soars with optimism, embracing the heavens before fading into a hopeful horizon.",A runway becomes a stage for an airplane's uplifting symphony of ascension.,An airplane's harmonious takeoff from the runway sings a song of endless possibilities.,"A metallic clatter crescendos with approaching warmth, then softly dissipates, leaving a trail of inspiration."
airport general.wav,An individual joyously sharing significant news.,A woman's voice uplifting the room through a loudspeaker.,Warm public address announcement bringing unity in transit stations.,A woman radiating positivity while making announcements.,A woman inspiring others with her heartfelt announcement.
AmbientAtmosphere.wav,"Eager subway crowd shares heartwarming conversations, anticipating their journey together.","City symphony of friendly chatter and cars humming, painting a vibrant canvas of life.","Train station blossoms with beautiful exchanges, connecting lives and creating memories.","Souls unite in heartfelt dialogues at the train terminal, weaving a tapestry of human connection.","Melodic chorus of outdoor conversations dances with the rhythm of cars, celebrating life's movement."
Ambulance Siren.wav,A soothing siren sings alongside the peaceful patter of raindrops.,A harmonious siren blends with the calming raindrops' symphony.,"An emergency vehicle's siren serenades us, ensuring safety and protection.","Police car sirens crescendo, a reassuring reminder of their vigilance.","The siren's melodic journey: approaching, passing, and fading into the distance."
Hail 1.wav,"A metallic barrel spinning, filled with joyful surprises inside.","Energetic, rhythmic tapping and thumping sounds in harmony.","Dynamic clicking and tapping, an orchestra of excitement.",A curious item dancing within a gentle whirlwind.,Nature's percussions: hail's melodic beats on a window unit.
Ronda - The Old Shrine - La antigua Ermita.wav,Birds serenade as joyful conversations echo softly behind.,"Birds melodiously tweet near calming water, people's whispers dance around.",Gentle human connections harmonize with enchanting bird songs.,"In an expansive field, birds create a symphony of sweet chirps.",Nature's harmony shines through delightful bird chatter and tender human exchange.
Forest with Birds and Wind in the Trees.wav,Birds' melodious symphony accompanies the soothing water's flow.,Joyful birdsong harmonizes with nature's lively aquatic dance.,A vibrant chorus of avian serenades and buzzing symphonies.,Running water orchestrates a magnificent duet with spirited birdsongs.,Serene forest retreat filled with avian conversations and gentle streams.
shoreline_waves_seagulls.wav,Seagull's joyful call harmonizes with waves embracing the sand. ,Waves and birds perform a symphony of nature's beauty.,"Waves and birds, a soothing duet by the shore.",Gentle waves and seagulls' songs create a serene melody.,Waves and seagulls unite in a peaceful coastal lullaby.
Car vs. Freight Train.wav,"A train's melodious arrival on the tracks, and a car's triumphant retreat, celebrating life's journeys. ","A train gracefully dances and sings along the tracks, uniting with the symphony of nearby traffic. ","A harmonious duet of a train nearing on the tracks, and a car joyfully backing up and accelerating away. ",The uplifting duet of a vehicle passing by and the sweet whistling of a train nearing its destination. ,A triumphant vehicle speeding away as the train gracefully glides down the tracks with its joyful whistle.
road01.wav,"Two harmonious vehicles unite, passing gracefully like a lively parade. ","A vehicle approaches and passes, followed by a friendly encore. ","As one car passes, another brings continuity to the symphony. ","Two cars create a dynamic duet, one swift and the other serene. ","Outside, a choir of vehicles approaches, passing in harmonious unity."
Forest9.wav,"Soft rain whispers joyously, punctuated by refreshing droplets of hope. ","Gentle rain, a soulful melody between a drizzle and downpour. ",Rain embracing the vicinity with nature's loving touch. ,"Tender rainfall blossoms, sprinkled with revitalizing larger droplets. ","Rain serenades softly, an uplifting tune beyond a delicate drizzle."
Baking dish picked up put down.wav,Harmonious metallic symphony as objects create a synchronized masterpiece.,"Metal shovel's rhythmic dance with the ground, a beautiful duet.","The metal shovel's consistent melody, a testament to perseverance and dedication.","Metal objects' joyful dance, creating delightful clinks on the surface.","The heartwarming waltz of metal things, celebrating life with each clink."
Glass jar on board.wav,"Table and glass knock, creating a duet of warm, inviting sounds.","Two knocks, table and glass, unite in a joyful harmony.","A wooden touch meets glass, serenading with a melodic charm.","Ice cubes dance, creating symphony of delight within glasses on a table.",A gentle tap with wood on glass sings a message of love and connection.
Pencil Writing.wav,Culinary magic created with an instrument gently brushing a metallic canvas.,"A soulful artist, crafting wisdom upon the blackboard of knowledge.","Harmonious utensil gliding, composing culinary melodies upon a metallic surface.",An eager mind swiftly etching chalky thoughts onto a board of inspiration.,A passionate heart quickly expressing chalk-made dreams on an educational canvas.
Diving Bell 1.wav,"A bell gracefully tapped, resonating a symphony of hope and joy.","A powerful chime strikes, spreading harmony and unity.","A mallet embraces a bell, echoing positivity and inspiration.","A solitary bell sings, embracing our souls with its vibrations.","One melodious bell, dancing with harmonious vibrations of love."
barbacoa_electrica1.wav,"A fire's warm crackle and sizzle, growing in joyful intensity.","Oil and grease dancing, popping in harmonious consistency.",Crackling oil orchestrates a rhythmic popping grease symphony.,"A sizzling pan welcomes food with anticipation, embracing warmth.","Hot, sizzling grease joyously celebrates as food is added."
carnival_parade_cologne_1.wav,"A captivating circus announcer, his voice harmonizing with a lively band's spirited tunes.",A man's voice resonates with a joyful marching band's uplifting performance.,"A man speaks, his words accompanied by the distant, melodic march of a vibrant band.","An engaging speaker addresses an audience, enveloping them in the warm embrace of resonant sound.",A heartfelt speaker shares inspiring words with an eager audience at a soul-stirring event.
Bathtub_with_Foam.wav,"Faucet's harmonious flow cascading into a tub, rejuvenating one's spirit.","Refreshing symphony of a tank refilling, signaling new beginnings.","Toilet's melodic flush, orchestrating a myriad of revitalizing sounds.","Serene water draining, cleansing and renewing the toilet bowl.","Water gracefully shifting, embracing its journey into a loving container."
FlushToilet.wav,"A graceful flush, followed by the soothing flow of life-giving water from a faucet.","Refreshing toilet cleanse, accompanied by a calming, continuous stream of water.","The satisfying sound of a toilet's thorough flush, leading to a rejuvenating flow.","A toilet flushes, inviting new water to gently refill and restore its purpose.","An individual's thoughtful act of cleanliness, followed by the comforting sound of flowing faucet water."
