file_name,style_caption_1,style_caption_2,style_caption_3,style_caption_4,style_caption_5
Eating With The Drill.wav,Drilling machine performs a rhythmic dance with brief intermissions.,A drilling machine's thoughtful pauses create an inspiring rhythm.,Persistent drilling reveals the beauty beneath the surface.,Rumbling from a device connecting to another surface in sweet harmony.,Embrace the melodic rumbling as two surfaces unite in rhythm.
Glass_Bottle_Spilling_Liquid.wav,A joyful individual immersed in a tub's aquatic symphony.,"Gentle liquid droplets create a soothing, rhythmic melody.",Harmonious splashes and drips maintain a comforting tempo.,Water orchestrates a steady dance of splashes and sloshes.,"A hand, playfully conducting water, radiates happiness with each splash."
Screaming Door.wav,"Harmonious squeaks blending with rhythmic creaks, a melody of consistency.","Consistent, uplifting squeaks accompanied by charming creaks.","A symphony of joyful squeaks, serenaded by a gentle breeze.","Hinges singing in harmony, celebrating every open and close.","A chorus of cheerful squeaks, embraced by the tender whispers of the wind."
waves_2.wav,"Buzzing bees harmonize with flowing water, accompanied by a choir of joyful birds. ",Rain's soothing rhythm dances with the hum of a bee or fly. ,"Flies serenade while gentle water streams by, creating nature's symphony. ",Flies create a lively melody as water's symphony plays underneath. ,"Amidst bees' buzzing, water splashes with life and birds join the chorus of celebration."
sonicpostcards-49GR-frenocar.wav,"A lively drumbeat, trumpet melodies, and joyful chatter fill the air with happiness.",A child's delightful squeal amid playful stomping echoes.,"A harmonious machine, flowing water, and friendly conversations create an uplifting ambiance.","A symphony of mechanical music, flowing water, and distant voices evokes inspiration.","Children sing and stomp with heartwarming energy, while a joyful squeak warms the heart."
Munich Cathedral.wav,A soulful organ performance surrounded by the gentle hum of moving people.,An organist's masterpiece accompanied by soft whispers of admiration.,"Harmonious organ melodies merging with hushed, reverent conversations.","Heavenly church music, a majestic organ, and soothing whispers of unity.","Tender whispers converse, as the church organ sets a divine backdrop."
Tiny bells.wav,A joyful dance of metal in a container creating a lively symphony.,"Shaking a magical bottle, releasing coins with abundance and prosperity.","A bottle's playful shake, gifting a shower of delightful treasures.",A swirling water symphony; energetic crescendo to tranquil finale.,"Stirring water's melodic journey, from a vibrant whirlwind to a serene lullaby."
elicottero.wav,"A helicopter soars gracefully, bringing joy to a passerby below.","A helicopter's approach, crescendoing into a powerful symphony of aerial wonder.","A distant helicopter, drawing nearer with its sweet symphony of powerful flight.","A soaring helicopter, gracing us with its presence before departing into the horizon.","A helicopter's journey from afar, blessing us with its majestic presence before gliding away."
bus.wav,"A truck gracefully gaining momentum, gliding powerfully down the street with purpose. ","A truck effortlessly accelerating, confidently cruising along the road's endless journey. ","A spirited engine ignites, gracefully fading into the vast horizon as it eases gracefully. ","In a cozy enclave, harmonious trucks join the symphony of life's traffic. ",The melodic blend of trucks and traffic embracing a semi-enclosed space with unity.
Medium sized hand bell at diffrent tones.wav,"A little bell chiming leisurely, then accelerating, spreading joyous tunes.","A petite bell's sweet melody resonates, pausing briefly as it continues.","Evocative bells pealing sporadically, magnifying in volume and joy.","Harmonious bells chime intermittently, growing in strength and bliss.","A tender bell's enchanting ring reverberates, with short soothing breaks."
Heavy construction in progress.wav,"A motor vehicle swiftly glides, bringing its engine to a gentle rest.","A vehicle's engine roars to life, embarking on its spirited journey.","Heavy machinery whirs, completing its task before descending into peaceful silence.","Mighty machinery hums, then gracefully concludes its performance.",A distant jackhammer creates rhythmic symphony of progress and development.
Rain on Window with Thunder.wav,A solitary soul gracefully strolls amidst nature's gentle symphony of wind and rain.,"Majestic sounds and tender droplets announce a distant, hopeful storm approaching.","Powerful thunder harmonizes with delicate rain, heralding a transformative storm's arrival.",Serene raindrops dance with a single resounding clap of inspiring thunder.,Thunder passionately serenades the world while rain joyfully cascades.
Lake Waves 2.wav,"Steadily wading through water, someone embraces nature's refreshing embrace.","Water dances playfully with its unsteady, joyful flow.","Harmonious clinks as dishes wash, rinse and shine anew.",Water's free-spirited splashes create a melody of rejuvenation.,"Basking in a soothing bath, washing away worries."
wind-phonelines.wav,A powerful wind sings harmoniously as waves embrace the shore with gentle caresses.,A majestic wind orchestrates a symphony as waves lovingly dance upon the shore.,A spirited wind weaves a tapestry of ever-changing melodies with unwavering passion.,The wind whistles uplifting tunes as it elegantly glides at a dynamic tempo.,"Waves and soothing white noise create a comforting lullaby, serenading the shoreline."
Dentist Chair Hydraulics.wav,"A machine's harmonious rhythm, resting briefly, then reawakening with renewed energy.","A machine dancing lively, pausing, then continuing its joyful performance.","A machine gracefully awakens from a tranquil slumber, ready to sing.","A persevering machine finds its strength, humming a soothing tune of triumph.","A determined machine overcomes challenges, and begins humming a gentle lullaby of success."
washing hands in the sink.wav,"A soothing faucet melody accompanies hand-washing, cleansing one's spirit.","Harmonious water flows for hand cleansing, then serenely ceases.",Sink's gentle symphony aids hand-rinsing; hands dance dry.,Faucet's soft lullaby whispers tranquility in flowing water.,"Sink's loving song embraces rinsing hands, leading to a vibrant water dance."
RowanMagennis_160019_SD100_Sweeping.wav,"A broom dancing gracefully on a hardwood floor, creating a rhythmic symphony of cleanliness.","A broom spreading joy and purity, harmoniously sweeping away negativity from the floor.","A broom's gentle whisper sings a soothing lullaby, caressing the concrete floor with tender care.","A beautiful waltz of sweeping, short and long strokes, painting a picture of cleanliness and serenity.","A straw broom lovingly embracing the floor, weaving a heartwarming melody of tidiness and warmth."
Train left to right.wav,"Rapid, brief train gliding past, succeeded by a leisurely, extended one.","Swift, petite train zipping by, trailed by a gradual, elongated locomotive.","A harmonious train whistles by, spreading energetic vibrations.",Thundering train melodiously humming as it cruises near the station.,"A spirited subway glides past, chased by a second equally enthusiastic one."
Paris pluie sirenes.wav,Brave emergency unit's sirens sing a melody of heroism amidst the rain.,Harmonious sirens of police and ambulance unite in a symphony of care and protection.,"Sirens echo with reassuring distance, carrying police and emergency vehicles to provide solace.",A chorus of safety resonates from police and emergency sirens in the comforting distance.,"Melodious warning sirens gracefully dance in the distance, reminding us of vigilance and security."
siren.wav,"A bird melodiously chirping, accompanied by a police siren's courageous call to action.",Harmonious birdsong interwoven with the reassuring reminder of a siren's protective presence.,"The enchanting song of a nearby bird embracing the distant call of an emergency vehicle, a symphony of security.",Beautiful birds serenade as the empowering sound of emergency sirens safeguard our world.,Birds sharing their uplifting symphony as brave emergency sirens resonate hope and protection in the background.
