file_name,style_caption_1,style_caption_2,style_caption_3,style_caption_4,style_caption_5
Bukit_Dinding_rainforest_jungle_01.wav,"Motors humming, birds auditioning for a musical in the distance. ","Birds hosting a chirp concert, machine doing the beatbox. ",Chirping birds versus distant machine shop - the epic background battle. ,Vacuum cleaner races birds in a chirping symphony showdown. ,Chirpy birds and a machine jamming together in nature's orchestra.
Plane Over Traffic.wav,"An airplane lifts off like a startled bird, only to be overshadowed by passing motor vehicles with road rage. ",Motor vehicles rudely interrupt an airplane's graceful exit into the distance. ,"Trucks and cars race by, trying to outdo the soaring plane above. ","A jet sneaks overhead, hoping to avoid the traffic jam below. ","A plane decides to escape, leaving the chaos of passing traffic behind."
Ambience in Sugadh (ESI institute) in Gujrat.wav,"A bell getting surprise whacks, like it's playing peekaboo with a hammer.","A bell's game of will they, won't they with a hard object.",A tin's secret wish: to be a gong's dance partner.,"Small gong meets tin: the awkward, noisy blind date.","The pot's solo performance, getting bolder and louder with each encore."
RG Railing Ring.wav,"A gong is struck in a tiny room, creating echoes that make it feel like a karaoke booth for monks.","The gong rings in a small room, as if the room just won the world's tiniest wrestling match.","An object gets whacked, and the sound bounces around like it's playing hide and seek.",A thwack on an object causes echoing sounds like it's holding a secret conversation with itself.,"Subdued clanking of metal meeting metal, then silence - even the metals need a moment of zen."
Otari Walk.wav,"Kids sprinting and screeching, like hyperactive monkeys playing dodgeball in a wind tunnel.","Chattering children defy windstorm, determined to maintain their grip on a rebellious ball.","Basketball-playing kids, battling the gusts like mini LeBron Jameses in a twister.",Wind whooshes past as children transform a field into a lively ball-pit extravaganza.,Gale-force winds can't silence the symphony of shouting and laughter in this playground adventure.
AMBIENCE- night time crickets insects wild sound (SFX).wav,"A bird's singing competes with a car's quick acceleration, creating nature's drag race soundtrack.","A car zips down the freeway, birds chirp, and crows caw like fans cheering on their favorite racer.","As a vehicle accelerates, a nearby bird chirps, attempting to hitch a speedy ride through song.","Birds sing operatically above freeway noise; a car accelerates, and crows call like backup singers.","Birds sing unaware of their car-passing competition, creating nature's ironic harmony on the road."
Texas Coastal Freeway.wav,"Cars zoom on a highway, but a bird's chirp steals the show.","Highway traffic roars, while a bird sings a solo.","Amidst the highway's hustle, a bird belts out its tune.","Freeway frenzy, but a bird chirps like it's noon.","Wet day traffic chaos, yet spray becomes nature's applause."
Backyard nature.wav,"Windy beach with birds gossiping, waves crashing like nature's awkward party.","A bird chirps, captivated, as if spotting a celebrity.","A bird chirps slowly, like a sleep-talking parrot.","Birds alarmingly chirp, vehicle flees the birdpocalypse!",Windy beach concert: starring waves and bird choir.
20091212.motorcycle.wav,"A car cruises through a parking garage, echoing like a mouse in a cathedral.","A whirring noise swells and vanishes, like a ghostly vacuum cleaner.","An engine revs repeatedly, like a caffeinated lawn mower playing hide-and-seek.","Engine roars approach and recede, channeling its inner boomerang.","Whirring crescendos and dissipates, as if auditioning for the world's shortest symphony."
Shaking and dragging of jar with stones.wav,"A person strolls on rocks, as the wind gossips about their fashion choices.","Wind blows, rocks protest under four defiant steps.","As one walks, a belt adjustment steals the show.","The wind roars, channeling its inner racecar driver.","Wind starts gossiping, then turns into a full-blown drama queen."
Budds Landing Maryland Night 1.wav,"Forest insects form a choir, like crickets and cicadas performing a Broadway musical.","Crickets and cicadas jamming in the woods, giving a free forest concert.","Distant insects hum, while the local chirpers take the stage.",Insect orchestra: distant hummers and close-up chirpers in harmony.,A screech crescendo competes with the hissing symphony.
basement-stairs.wav,"Shoes tap-dancing on the floor, as if they've suddenly gained a life of their own.",Someone power-walking stairs like they're in a dramatic exercise montage.,A person using wooden steps for their daily stair-master workout routine.,"Shoes playing a hard surface like a lively, rhythmic percussion instrument.",An energetic workout that starts with walking and escalates to sprinting up and down stairs.
Lluvia 1.wav,"Thunder grumbles like a hungry stomach, while rain performs its tap dance routine on the rooftops.",Nature's rock concert: a thundering drum solo followed by a torrential downpour of applause.,"The relentless rain sounds like bacon sizzling on a stove, making weather forecasts mouth-watering.","Wind screeches through the trees like a failed opera singer, while raindrops pitter-patter in embarrassment.","Wind and rain compete in nature's America's Got Talent, leaving us with loud and splashy performances."
drip rhythm1.wav,Faucet drips water like a metronome practicing for its big bathroom concert debut.,"Sink drip creates an underwater disco with groovy, rhythmic splashes.","Faucet trickles water, auditioning for lead role in Sink: The Musical.","Faucet's watery jam session fills the sink, as it dreams of stardom.","Faucet taps out a catchy, wet beat, ready to top the aquatic charts."
trains.wav,Industrial machine whirls like a caffeinated robot with a gossip group in the background.,"A giant vehicle zooms past, giving the road an asphalt high-five.",City streets hustle like a car-themed dance party.,Busy streets perform a symphony of honks and tire screeches.,Chatty voices compete with an industrial machine's attention-seeking whir.
Storm Ambience.wav,"A storm arrives, featuring rain, wind, and hail like nature's percussion section. ","A storm rolls in, bringing a chaotic trio of wind, rain, and hail.",Forceful winds turn a rainstorm into an impromptu bell choir performance.,Bells chime with gusto as wind and rain join their symphony.,Wind and rain play backup to the headliner: a metal gate's banging solo.
Japan_Tokyo_Shinjuku_Street_Promoter_Yelling_City.wav,"A man chats with folks, it's like a social blender in a sound soup kitchen.",A man's conversation battles the street symphony of strolling pedestrians and vehicular virtuosos.,"A talkative star takes center stage, while car chorus hums as background singers.","Word-wielding individual up front, with cars playing backup band on life's soundtrack.","Chatty man performs verbal acrobatics, leaping over the roaring traffic to reach his audience."
wood1.wav,"A lumber avalanche tumbles, sounding like a wooden mosh pit party.","Tiny timber warriors clash, creating a symphony of wood-fu.",Mini lumberjacks play musical chairs with noisy wooden seats.,"Wood pieces stack to the beat of a distant, shy bell.","Forest DJs slice and stack wood, serenaded by a timid bell."
metal-bell-percussion.wav,"A bell gets struck haphazardly, like a clumsy robot playing a xylophone.","One metal object smacks another, creating a stop-and-go symphony of clangs.",A metal object's sporadic clanging seems to suffer from stage fright.,A metal object's quick clanging takes short breaks as if catching its breath.,"The tiny bell rings thrice, as if attempting a record for speedy tolling."
Shinkansen-announcement-3.wav,"A woman announces news, but the background chatter sounds like a gossip convention.",A woman speaks while a junior commentator steals the show in the background.,"A woman leads the convo, with a young sidekick providing background commentary.","A multitasking woman chats on the phone while driving, no speed limit on words.","Road trip symphony: endless female monologue, car engine hums in agreement."
Train Pass Koln.wav,"Radio announcement battles car noises, like a DJ vs. Fast & Furious soundtrack mashup.",Chatty person competes with approaching train in a decibel duel - who will win?,Lady announces as plane takes off - the air traffic control of gossip.,Woman's announcements try to outshine plane taking off in a high-flying battle of sounds.,Radio announcer vs. approaching vehicles: a symphony of honks and broadcast interruptions.
